1501356217786,0,0,0,0,0,2,6,1,0,0,0,0,1,7,0,0,0,0
1501363341132,1,0,0,0,0,8,7,1,1,0,0,0,0,0,0,0,9,11
1501371946827,1,11,12,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1501346696781,1,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501348671786,1,0,0,0,0,0,0,0,0,4,12,5,0,0,8,8,0,0
1501369056097,0,0,0,0,0,0,0,0,0,3,2,2,2,10,0,0,0,0
1501376593652,1,0,0,0,0,0,0,0,0,12,11,4,0,0,4,9,0,0
1501350577924,1,12,5,2,2,0,0,0,0,0,0,0,0,0,7,6,0,0
1501357614864,1,0,0,0,0,6,12,1,2,0,0,0,1,1,0,0,0,0
1501372765497,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,11,7
1501364246970,1,0,0,0,0,12,4,1,1,0,0,0,1,12,0,0,0,0
1501351198701,1,0,0,0,0,0,0,0,0,9,2,3,0,0,0,0,9,4
1501351840228,1,0,0,0,0,0,0,0,0,8,8,4,5,3,0,0,0,0
1501360632574,1,0,0,0,0,11,7,0,1,0,0,0,0,0,7,5,0,0
1501350163224,1,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,11,6
1501349923592,1,0,0,0,0,0,0,0,0,3,10,5,0,0,7,7,0,0
1501370543437,1,0,0,0,0,11,10,1,1,0,0,0,0,0,0,0,3,7
1501374507394,1,10,10,2,1,0,0,0,0,0,0,0,0,0,0,0,6,12
1501353030401,0,0,0,0,0,2,5,3,2,0,0,0,0,0,0,0,8,3
1501365137993,1,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,12,1
1501367424228,1,10,3,2,3,0,0,0,0,0,0,0,0,0,7,1,0,0
1501374188926,1,0,0,0,0,10,11,1,2,0,0,0,1,7,0,0,0,0
1501348301772,0,0,0,0,0,0,0,0,0,3,3,1,8,8,0,0,0,0
1501355298598,1,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,11,8
1501363061179,1,0,0,0,0,0,0,0,0,7,3,3,0,0,8,10,0,0
1501353282989,0,0,0,0,0,0,0,0,0,8,6,2,7,9,0,0,0,0
1501373092675,1,12,7,2,0,0,0,0,0,0,0,0,0,0,8,6,0,0
1501350883699,1,0,0,0,0,0,0,0,0,10,4,5,0,0,5,11,0,0
1501371267899,1,0,0,0,0,0,0,0,0,4,4,3,0,0,7,12,0,0
1501356494680,1,0,0,0,0,9,6,1,2,0,0,0,0,0,10,2,0,0
1501364426305,0,0,0,0,0,4,1,0,0,0,0,0,1,4,0,0,0,0
1501358579573,0,0,0,0,0,3,6,2,2,0,0,0,3,5,0,0,0,0
1501352650410,1,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,5,12
1501354396942,0,0,0,0,0,0,0,0,0,10,0,1,0,0,9,1,0,0
1501373773287,1,0,0,0,0,0,0,0,0,3,4,5,0,0,12,6,0,0
1501355038338,1,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3
1501368110650,1,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,12
1501352068662,1,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,7,7
1501366676821,1,0,0,0,0,0,0,0,0,4,10,2,1,2,0,0,0,0
1501369691552,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,9
1501376862397,1,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,10,8
1501366348124,0,0,0,0,0,0,0,0,0,7,12,1,9,12,0,0,0,0
1501349347027,1,0,0,0,0,10,5,2,1,0,0,0,1,1,0,0,0,0
1501365769192,0,0,0,0,0,9,5,3,1,0,0,0,6,10,0,0,0,0
1501367751882,0,0,0,0,0,8,9,0,2,0,0,0,11,11,0,0,0,0
1501347315444,1,0,0,0,0,8,4,3,0,0,0,0,0,0,7,1,0,0
1501359202122,1,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,4,11
1501373517797,1,12,6,1,3,0,0,0,0,0,0,0,0,0,9,4,0,0
1501347622648,1,5,5,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0
1501375538521,1,0,0,0,0,0,0,0,0,3,2,2,0,0,8,10,0,0
1501347000557,1,0,0,0,0,12,10,0,0,0,0,0,2,11,0,0,0,0
1501357202035,1,7,0,2,3,0,0,0,0,0,0,0,0,0,11,7,0,0
1501375914325,0,0,0,0,0,0,0,0,0,6,12,1,1,12,0,0,0,0
1501349579073,1,4,4,2,2,0,0,0,0,0,0,0,0,0,9,1,0,0
1501355639392,1,0,9,1,0,0,0,0,0,0,0,0,0,0,12,3,0,0
1501346574365,1,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1501354720918,0,0,0,0,0,7,3,1,2,0,0,0,12,8,0,0,0,0
1501377277312,1,12,9,2,3,0,0,0,0,0,0,0,0,0,5,6,0,0
